15322418 [Pos{x=2624, y=0, z=2848}, Pos{x=1120, y=0, z=1920}, Pos{x=3040, y=0, z=2304}, Pos{x=2912, y=0, z=64}, Pos{x=512, y=0, z=-2336}]
11096919834 [Pos{x=-416, y=0, z=-1568}, Pos{x=-1312, y=0, z=1984}, Pos{x=2400, y=0, z=2176}, Pos{x=-2048, y=0, z=-2560}, Pos{x=1632, y=0, z=2272}]
11100542941 [Pos{x=304, y=0, z=-1968}, Pos{x=-368, y=0, z=-1008}, Pos{x=1536, y=0, z=-3008}, Pos{x=2144, y=0, z=1792}, Pos{x=-2448, y=0, z=-3056}]
11101057951 [Pos{x=2144, y=0, z=1024}, Pos{x=1440, y=0, z=128}, Pos{x=1648, y=0, z=-1040}, Pos{x=-384, y=0, z=-3072}, Pos{x=-2912, y=0, z=2560}]
11102691068 [Pos{x=1344, y=0, z=-2816}, Pos{x=-736, y=0, z=2688}, Pos{x=3040, y=0, z=-1536}, Pos{x=1056, y=0, z=2304}, Pos{x=1712, y=0, z=528}]
11102780824 [Pos{x=2256, y=0, z=2096}, Pos{x=2080, y=0, z=64}, Pos{x=1856, y=0, z=-960}, Pos{x=2912, y=0, z=-2176}, Pos{x=3040, y=0, z=640}]
11105096228 [Pos{x=-1456, y=0, z=-912}, Pos{x=3040, y=0, z=2336}, Pos{x=1472, y=0, z=-1760}, Pos{x=-448, y=0, z=1312}, Pos{x=816, y=0, z=2576}]
11111214154 [Pos{x=-1824, y=0, z=-1024}, Pos{x=-1904, y=0, z=-2864}, Pos{x=-2784, y=0, z=-1856}, Pos{x=2592, y=0, z=-768}, Pos{x=1328, y=0, z=-2768}]
11112283427 [Pos{x=-528, y=0, z=-2352}, Pos{x=1072, y=0, z=2448}, Pos{x=-1440, y=0, z=-2944}, Pos{x=2912, y=0, z=-2272}, Pos{x=2320, y=0, z=-432}]
11119465752 [Pos{x=-240, y=0, z=-1680}, Pos{x=1952, y=0, z=-128}, Pos{x=-2224, y=0, z=-880}, Pos{x=3040, y=0, z=-1024}, Pos{x=240, y=0, z=-1232}]
11123293104 [Pos{x=2864, y=0, z=-3056}, Pos{x=96, y=0, z=2592}, Pos{x=2656, y=0, z=-3040}, Pos{x=-1568, y=0, z=1984}, Pos{x=-2592, y=0, z=864}]
11123412479 [Pos{x=-1936, y=0, z=2992}, Pos{x=1312, y=0, z=64}, Pos{x=3040, y=0, z=-96}, Pos{x=2656, y=0, z=-2816}, Pos{x=-2736, y=0, z=2544}]
11123429379 [Pos{x=2704, y=0, z=2032}, Pos{x=2784, y=0, z=-1280}, Pos{x=0, y=0, z=-3040}, Pos{x=-2064, y=0, z=-1744}, Pos{x=-1008, y=0, z=2448}]
11126629570 [Pos{x=-560, y=0, z=2288}, Pos{x=2400, y=0, z=2624}, Pos{x=2624, y=0, z=-192}, Pos{x=1056, y=0, z=2304}, Pos{x=-608, y=0, z=768}]
11127032287 [Pos{x=608, y=0, z=1984}, Pos{x=2144, y=0, z=-3072}, Pos{x=3040, y=0, z=2944}, Pos{x=-2048, y=0, z=-2496}, Pos{x=-48, y=0, z=2928}]
11128931588 [Pos{x=2128, y=0, z=976}, Pos{x=672, y=0, z=2560}, Pos{x=2368, y=0, z=1536}, Pos{x=-2784, y=0, z=2752}, Pos{x=1440, y=0, z=-448}]
11129879021 [Pos{x=2864, y=0, z=592}, Pos{x=2720, y=0, z=1920}, Pos{x=2688, y=0, z=-2080}, Pos{x=2080, y=0, z=-2944}, Pos{x=112, y=0, z=-1040}]
11130265594 [Pos{x=64, y=0, z=-2112}, Pos{x=2592, y=0, z=2368}, Pos{x=-2304, y=0, z=-128}, Pos{x=-1520, y=0, z=-2032}, Pos{x=416, y=0, z=-2848}]
11132968090 [Pos{x=-416, y=0, z=-1280}, Pos{x=1104, y=0, z=-1040}, Pos{x=1184, y=0, z=-2048}, Pos{x=2976, y=0, z=576}, Pos{x=2112, y=0, z=1472}]
11134204133 [Pos{x=-1600, y=0, z=-800}, Pos{x=3040, y=0, z=224}, Pos{x=672, y=0, z=-1984}, Pos{x=3040, y=0, z=2432}, Pos{x=1312, y=0, z=-3072}]
11136076459 [Pos{x=1952, y=0, z=2656}, Pos{x=2224, y=0, z=-2096}, Pos{x=3040, y=0, z=576}, Pos{x=-1888, y=0, z=1280}, Pos{x=-2128, y=0, z=1104}]
11139620867 [Pos{x=-736, y=0, z=160}, Pos{x=-2848, y=0, z=1760}, Pos{x=-2400, y=0, z=-3008}, Pos{x=2864, y=0, z=1872}, Pos{x=1088, y=0, z=-2240}]
11141525530 [Pos{x=1648, y=0, z=-1008}, Pos{x=2688, y=0, z=-704}, Pos{x=2736, y=0, z=1968}, Pos{x=96, y=0, z=-2240}, Pos{x=2400, y=0, z=2688}]
11147208546 [Pos{x=-2704, y=0, z=1968}, Pos{x=1632, y=0, z=-2496}, Pos{x=3040, y=0, z=1472}, Pos{x=-2624, y=0, z=-768}, Pos{x=-1696, y=0, z=0}]
11149484523 [Pos{x=-1088, y=0, z=2816}, Pos{x=-1952, y=0, z=-1280}, Pos{x=3040, y=0, z=2720}, Pos{x=-1504, y=0, z=2240}, Pos{x=1440, y=0, z=2240}]
11150372660 [Pos{x=1968, y=0, z=2320}, Pos{x=1760, y=0, z=-1792}, Pos{x=-1824, y=0, z=-1088}, Pos{x=2880, y=0, z=3040}, Pos{x=1120, y=0, z=256}]
11152199124 [Pos{x=624, y=0, z=1616}, Pos{x=-2400, y=0, z=1024}, Pos{x=-1856, y=0, z=-1856}, Pos{x=3040, y=0, z=-1920}, Pos{x=-560, y=0, z=528}]
11153458647 [Pos{x=-1952, y=0, z=-384}, Pos{x=-2208, y=0, z=1088}, Pos{x=2976, y=0, z=-3072}, Pos{x=1376, y=0, z=-2176}, Pos{x=-928, y=0, z=64}]
11153901825 [Pos{x=2192, y=0, z=-3056}, Pos{x=2848, y=0, z=-1920}, Pos{x=2784, y=0, z=-2048}, Pos{x=1296, y=0, z=-3056}, Pos{x=3040, y=0, z=2560}]
11155550547 [Pos{x=-96, y=0, z=-1664}, Pos{x=2592, y=0, z=-896}, Pos{x=-1120, y=0, z=2944}, Pos{x=-1456, y=0, z=208}, Pos{x=-480, y=0, z=1280}]
11155780577 [Pos{x=2176, y=0, z=-1920}, Pos{x=-1456, y=0, z=1040}, Pos{x=320, y=0, z=-3008}, Pos{x=-2016, y=0, z=2240}, Pos{x=2720, y=0, z=-1664}]
11156196313 [Pos{x=-128, y=0, z=-2080}, Pos{x=1120, y=0, z=2752}, Pos{x=1504, y=0, z=-1728}, Pos{x=-1472, y=0, z=-3072}, Pos{x=1744, y=0, z=2544}]
11156216691 [Pos{x=-2624, y=0, z=-1504}, Pos{x=-2880, y=0, z=1024}, Pos{x=-288, y=0, z=-1664}, Pos{x=-560, y=0, z=-2032}, Pos{x=1712, y=0, z=-1168}]
11157960195 [Pos{x=-192, y=0, z=1536}, Pos{x=2336, y=0, z=-2880}, Pos{x=1440, y=0, z=-1216}, Pos{x=1856, y=0, z=1728}, Pos{x=-2240, y=0, z=672}]
11159509516 [Pos{x=-832, y=0, z=-2816}, Pos{x=608, y=0, z=-1984}, Pos{x=2960, y=0, z=2928}, Pos{x=-1504, y=0, z=2944}, Pos{x=-592, y=0, z=48}]
11161270079 [Pos{x=2160, y=0, z=-176}, Pos{x=-1168, y=0, z=-2128}, Pos{x=2992, y=0, z=-2320}, Pos{x=3040, y=0, z=-384}, Pos{x=704, y=0, z=2304}]
11161541562 [Pos{x=2256, y=0, z=496}, Pos{x=2944, y=0, z=-3072}, Pos{x=3040, y=0, z=-192}, Pos{x=2048, y=0, z=2176}, Pos{x=-2240, y=0, z=-3040}]
11163370625 [Pos{x=2944, y=0, z=-1760}, Pos{x=3008, y=0, z=-288}, Pos{x=-1376, y=0, z=-3008}, Pos{x=-1632, y=0, z=2112}, Pos{x=720, y=0, z=-1040}]
11163739195 [Pos{x=-2720, y=0, z=-1824}, Pos{x=-720, y=0, z=592}, Pos{x=3040, y=0, z=2816}, Pos{x=1376, y=0, z=-2048}, Pos{x=-1728, y=0, z=160}]
11163964318 [Pos{x=1952, y=0, z=1088}, Pos{x=1376, y=0, z=2560}, Pos{x=-1568, y=0, z=1536}, Pos{x=-288, y=0, z=2432}, Pos{x=992, y=0, z=-1664}]
11166151547 [Pos{x=160, y=0, z=1312}, Pos{x=64, y=0, z=-1664}, Pos{x=864, y=0, z=2816}, Pos{x=1440, y=0, z=640}, Pos{x=1824, y=0, z=-3072}]
11166827259 [Pos{x=3040, y=0, z=96}, Pos{x=1952, y=0, z=-736}, Pos{x=2192, y=0, z=2992}, Pos{x=2912, y=0, z=-2368}, Pos{x=-352, y=0, z=128}]
11169454172 [Pos{x=-2080, y=0, z=-1504}, Pos{x=-560, y=0, z=-816}, Pos{x=-384, y=0, z=2816}, Pos{x=-352, y=0, z=2176}, Pos{x=-1440, y=0, z=-2432}]
11172987016 [Pos{x=2848, y=0, z=1536}, Pos{x=2592, y=0, z=-2944}, Pos{x=-1264, y=0, z=-2864}, Pos{x=-1296, y=0, z=176}, Pos{x=-752, y=0, z=-1616}]
11176480816 [Pos{x=-352, y=0, z=-2336}, Pos{x=-1120, y=0, z=-864}, Pos{x=3040, y=0, z=-704}, Pos{x=3040, y=0, z=3008}, Pos{x=1408, y=0, z=-3040}]
11176927491 [Pos{x=3040, y=0, z=-864}, Pos{x=2304, y=0, z=2048}, Pos{x=1792, y=0, z=928}, Pos{x=256, y=0, z=3040}, Pos{x=1440, y=0, z=-1792}]
11177436547 [Pos{x=-1328, y=0, z=1840}, Pos{x=3040, y=0, z=-256}, Pos{x=-1376, y=0, z=-2080}, Pos{x=912, y=0, z=2576}, Pos{x=1536, y=0, z=-3040}]
11178891910 [Pos{x=2608, y=0, z=2544}, Pos{x=-1824, y=0, z=832}, Pos{x=-544, y=0, z=1344}, Pos{x=1344, y=0, z=-3040}, Pos{x=1664, y=0, z=1408}]
11179654311 [Pos{x=1024, y=0, z=2624}, Pos{x=-1120, y=0, z=-1536}, Pos{x=-2224, y=0, z=-528}, Pos{x=-1312, y=0, z=-2880}, Pos{x=912, y=0, z=496}]
11179864115 [Pos{x=688, y=0, z=-2000}, Pos{x=2640, y=0, z=1328}, Pos{x=3040, y=0, z=448}, Pos{x=-1920, y=0, z=2816}, Pos{x=2544, y=0, z=464}]
11180501071 [Pos{x=1008, y=0, z=-2032}, Pos{x=2128, y=0, z=1328}, Pos{x=3040, y=0, z=416}, Pos{x=32, y=0, z=2816}, Pos{x=-288, y=0, z=832}]
11181521161 [Pos{x=-2096, y=0, z=-1296}, Pos{x=2224, y=0, z=-1040}, Pos{x=1808, y=0, z=2384}, Pos{x=2528, y=0, z=1792}, Pos{x=2736, y=0, z=-3024}]
11185741556 [Pos{x=2128, y=0, z=1552}, Pos{x=-768, y=0, z=-2656}, Pos{x=416, y=0, z=-2816}, Pos{x=2656, y=0, z=-320}, Pos{x=-624, y=0, z=-1232}]
11186428375 [Pos{x=1120, y=0, z=2240}, Pos{x=2128, y=0, z=-1808}, Pos{x=3040, y=0, z=1312}, Pos{x=3040, y=0, z=0}, Pos{x=-1264, y=0, z=-496}]
11187463602 [Pos{x=-2688, y=0, z=-448}, Pos{x=2016, y=0, z=-512}, Pos{x=864, y=0, z=-2048}, Pos{x=2912, y=0, z=1984}, Pos{x=1360, y=0, z=2416}]
11188276944 [Pos{x=192, y=0, z=-2496}, Pos{x=-1856, y=0, z=-480}, Pos{x=-2064, y=0, z=2896}, Pos{x=1696, y=0, z=-2688}, Pos{x=-576, y=0, z=1088}]
11188323549 [Pos{x=2992, y=0, z=-1488}, Pos{x=2608, y=0, z=-2928}, Pos{x=1504, y=0, z=-2944}, Pos{x=1184, y=0, z=3040}, Pos{x=-2480, y=0, z=-1840}]
11189301229 [Pos{x=-1072, y=0, z=-2544}, Pos{x=-1648, y=0, z=-176}, Pos{x=3040, y=0, z=-192}, Pos{x=3040, y=0, z=2624}, Pos{x=928, y=0, z=-1248}]
11192386325 [Pos{x=-1152, y=0, z=992}, Pos{x=1952, y=0, z=-1536}, Pos{x=-1888, y=0, z=-1792}, Pos{x=2464, y=0, z=2528}, Pos{x=2576, y=0, z=-1168}]
11194412602 [Pos{x=896, y=0, z=-768}, Pos{x=1376, y=0, z=-1984}, Pos{x=2384, y=0, z=2384}, Pos{x=1184, y=0, z=2048}, Pos{x=-1696, y=0, z=1024}]
11195207347 [Pos{x=1232, y=0, z=-752}, Pos{x=-2128, y=0, z=1840}, Pos{x=1504, y=0, z=-2752}, Pos{x=-2704, y=0, z=848}, Pos{x=2720, y=0, z=-256}]
11196865848 [Pos{x=2912, y=0, z=2848}, Pos{x=2208, y=0, z=1824}, Pos{x=-2736, y=0, z=784}, Pos{x=-2288, y=0, z=2160}, Pos{x=784, y=0, z=1968}]
11198212397 [Pos{x=3040, y=0, z=512}, Pos{x=2912, y=0, z=-1536}, Pos{x=3040, y=0, z=-2944}, Pos{x=-672, y=0, z=-1344}, Pos{x=2144, y=0, z=-832}]
11198952252 [Pos{x=-192, y=0, z=-1536}, Pos{x=2336, y=0, z=864}, Pos{x=-1344, y=0, z=3040}, Pos{x=-1520, y=0, z=-2352}, Pos{x=1792, y=0, z=576}]
11199007929 [Pos{x=3040, y=0, z=512}, Pos{x=2368, y=0, z=64}, Pos{x=-1520, y=0, z=2896}, Pos{x=-2784, y=0, z=128}, Pos{x=1632, y=0, z=-1792}]
11203555881 [Pos{x=1184, y=0, z=2592}, Pos{x=2816, y=0, z=-3040}, Pos{x=-1376, y=0, z=-1472}, Pos{x=-1984, y=0, z=512}, Pos{x=1184, y=0, z=-1568}]
11203705211 [Pos{x=1600, y=0, z=-1888}, Pos{x=-2720, y=0, z=-1984}, Pos{x=3040, y=0, z=-2560}, Pos{x=832, y=0, z=-768}, Pos{x=-2096, y=0, z=-112}]
11210008540 [Pos{x=-800, y=0, z=-2560}, Pos{x=736, y=0, z=2304}, Pos{x=2848, y=0, z=-1472}, Pos{x=-1776, y=0, z=336}, Pos{x=-2528, y=0, z=-1600}]
11210694913 [Pos{x=2144, y=0, z=256}, Pos{x=3040, y=0, z=1408}, Pos{x=-1696, y=0, z=-480}, Pos{x=-1792, y=0, z=96}, Pos{x=464, y=0, z=-1136}]
11212035503 [Pos{x=2976, y=0, z=-2048}, Pos{x=160, y=0, z=-1152}, Pos{x=-1152, y=0, z=-2624}, Pos{x=3040, y=0, z=-960}, Pos{x=2176, y=0, z=2752}]
11212147728 [Pos{x=-848, y=0, z=1840}, Pos{x=2192, y=0, z=2448}, Pos{x=1648, y=0, z=1968}, Pos{x=3040, y=0, z=512}, Pos{x=-608, y=0, z=-3072}]
11213621373 [Pos{x=1712, y=0, z=2544}, Pos{x=-1808, y=0, z=2000}, Pos{x=2832, y=0, z=1936}, Pos{x=3040, y=0, z=-3040}, Pos{x=2336, y=0, z=-768}]
11214434154 [Pos{x=-2352, y=0, z=-16}, Pos{x=2464, y=0, z=-1664}, Pos{x=-2016, y=0, z=-1216}, Pos{x=2064, y=0, z=2544}, Pos{x=2976, y=0, z=-3008}]
11214730226 [Pos{x=-288, y=0, z=2496}, Pos{x=-1632, y=0, z=-3008}, Pos{x=2400, y=0, z=-1536}, Pos{x=128, y=0, z=-1792}, Pos{x=1872, y=0, z=-304}]
11215305342 [Pos{x=-1456, y=0, z=240}, Pos{x=-1744, y=0, z=-2544}, Pos{x=-288, y=0, z=-3040}, Pos{x=3024, y=0, z=-1776}, Pos{x=-1696, y=0, z=1280}]
11216142054 [Pos{x=1120, y=0, z=-1760}, Pos{x=2608, y=0, z=2320}, Pos{x=-2544, y=0, z=2160}, Pos{x=-1600, y=0, z=1312}, Pos{x=2912, y=0, z=3008}]
11220508118 [Pos{x=-432, y=0, z=-48}, Pos{x=-688, y=0, z=2352}, Pos{x=-2336, y=0, z=3008}, Pos{x=-320, y=0, z=-2112}, Pos{x=2400, y=0, z=1568}]
11222623921 [Pos{x=2080, y=0, z=544}, Pos{x=2192, y=0, z=-2000}, Pos{x=3040, y=0, z=-1696}, Pos{x=2912, y=0, z=576}, Pos{x=-768, y=0, z=-1792}]
11225291043 [Pos{x=-720, y=0, z=-3056}, Pos{x=1120, y=0, z=-1088}, Pos{x=2880, y=0, z=-3072}, Pos{x=736, y=0, z=-3008}, Pos{x=-2912, y=0, z=-2688}]
11225337745 [Pos{x=-672, y=0, z=-1760}, Pos{x=2928, y=0, z=-144}, Pos{x=-2976, y=0, z=1280}, Pos{x=-2288, y=0, z=1616}, Pos{x=928, y=0, z=1792}]
11226633051 [Pos{x=-2736, y=0, z=2768}, Pos{x=-240, y=0, z=-784}, Pos{x=-1280, y=0, z=928}, Pos{x=400, y=0, z=2544}, Pos{x=2880, y=0, z=-1792}]
11227633304 [Pos{x=3040, y=0, z=-512}, Pos{x=-1248, y=0, z=-576}, Pos{x=3008, y=0, z=2816}, Pos{x=1648, y=0, z=-2032}, Pos{x=2400, y=0, z=-640}]
11234223119 [Pos{x=2240, y=0, z=2560}, Pos{x=-1184, y=0, z=-2368}, Pos{x=864, y=0, z=-1920}, Pos{x=480, y=0, z=2880}, Pos{x=1184, y=0, z=-1088}]
11235410232 [Pos{x=-3008, y=0, z=1248}, Pos{x=-2656, y=0, z=2912}, Pos{x=-2752, y=0, z=-3072}, Pos{x=-1952, y=0, z=-1728}, Pos{x=-1488, y=0, z=2032}]
11236646441 [Pos{x=-288, y=0, z=-2560}, Pos{x=1856, y=0, z=3040}, Pos{x=-2400, y=0, z=1856}, Pos{x=-960, y=0, z=2688}, Pos{x=-1184, y=0, z=-1792}]
11237670021 [Pos{x=2592, y=0, z=-1280}, Pos{x=224, y=0, z=-1472}, Pos{x=-1488, y=0, z=-336}, Pos{x=-1456, y=0, z=-1744}, Pos{x=1328, y=0, z=2992}]
11244297499 [Pos{x=2992, y=0, z=848}, Pos{x=-512, y=0, z=1280}, Pos{x=2784, y=0, z=2048}, Pos{x=3040, y=0, z=-3040}, Pos{x=-2528, y=0, z=1280}]
11246035602 [Pos{x=2336, y=0, z=1792}, Pos{x=1872, y=0, z=-1584}, Pos{x=288, y=0, z=2368}, Pos{x=-1440, y=0, z=2624}, Pos{x=400, y=0, z=-1456}]
11248043364 [Pos{x=2880, y=0, z=1408}, Pos{x=1344, y=0, z=1664}, Pos{x=-1168, y=0, z=-2064}, Pos{x=2944, y=0, z=-832}, Pos{x=1904, y=0, z=-1904}]
11249622242 [Pos{x=-2640, y=0, z=-1264}, Pos{x=2464, y=0, z=-1280}, Pos{x=2960, y=0, z=-2864}, Pos{x=3040, y=0, z=1120}, Pos{x=-1232, y=0, z=944}]
11250104803 [Pos{x=-1504, y=0, z=2784}, Pos{x=-1056, y=0, z=-1024}, Pos{x=3040, y=0, z=-2624}, Pos{x=-2736, y=0, z=1456}, Pos{x=1920, y=0, z=704}]
11251951104 [Pos{x=1104, y=0, z=-144}, Pos{x=-1776, y=0, z=-2928}, Pos{x=2960, y=0, z=1008}, Pos{x=3040, y=0, z=-320}, Pos{x=-2336, y=0, z=0}]
11255256806 [Pos{x=-1872, y=0, z=-2288}, Pos{x=1056, y=0, z=3040}, Pos{x=2800, y=0, z=-1936}, Pos{x=3040, y=0, z=-2752}, Pos{x=-848, y=0, z=2544}]
11256562972 [Pos{x=-1680, y=0, z=2896}, Pos{x=2640, y=0, z=144}, Pos{x=3040, y=0, z=-512}, Pos{x=-1968, y=0, z=-2896}, Pos{x=1472, y=0, z=-992}]
11259848739 [Pos{x=-2048, y=0, z=-2112}, Pos{x=1760, y=0, z=-2752}, Pos{x=-2336, y=0, z=-2848}, Pos{x=2384, y=0, z=2704}, Pos{x=-1728, y=0, z=-288}]
11261791233 [Pos{x=-2896, y=0, z=-2352}, Pos{x=-352, y=0, z=-2048}, Pos{x=3040, y=0, z=224}, Pos{x=2832, y=0, z=1424}, Pos{x=160, y=0, z=1728}]
11265195622 [Pos{x=2288, y=0, z=2832}, Pos{x=-1216, y=0, z=2304}, Pos{x=2464, y=0, z=384}, Pos{x=-176, y=0, z=2800}, Pos{x=-1584, y=0, z=80}]
11266463044 [Pos{x=2368, y=0, z=1792}, Pos{x=704, y=0, z=-2656}, Pos{x=1248, y=0, z=2240}, Pos{x=1632, y=0, z=896}, Pos{x=2832, y=0, z=144}]
11267888449 [Pos{x=1152, y=0, z=-2880}, Pos{x=-624, y=0, z=720}, Pos{x=-2000, y=0, z=1808}, Pos{x=-464, y=0, z=2928}, Pos{x=2400, y=0, z=512}]
11268421953 [Pos{x=2368, y=0, z=-3008}, Pos{x=3040, y=0, z=2560}, Pos{x=2576, y=0, z=144}, Pos{x=-2496, y=0, z=2048}, Pos{x=1184, y=0, z=1024}]
11269541734 [Pos{x=-704, y=0, z=2592}, Pos{x=336, y=0, z=1680}, Pos{x=3040, y=0, z=-512}, Pos{x=1888, y=0, z=-1856}, Pos{x=1808, y=0, z=2832}]
11271879660 [Pos{x=-2128, y=0, z=1840}, Pos{x=1568, y=0, z=1856}, Pos{x=1312, y=0, z=-2432}, Pos{x=3040, y=0, z=-2944}, Pos{x=-992, y=0, z=1408}]
11272991273 [Pos{x=1088, y=0, z=-2080}, Pos{x=1632, y=0, z=2272}, Pos{x=240, y=0, z=-2576}, Pos{x=-1696, y=0, z=-2304}, Pos{x=-2144, y=0, z=3040}]
11277048707 [Pos{x=80, y=0, z=-2064}, Pos{x=2208, y=0, z=768}, Pos{x=448, y=0, z=-2784}, Pos{x=-2544, y=0, z=-368}, Pos{x=2512, y=0, z=-1776}]
11279347332 [Pos{x=-1088, y=0, z=-1280}, Pos{x=1312, y=0, z=-448}, Pos{x=3040, y=0, z=-1664}, Pos{x=-608, y=0, z=2048}, Pos{x=848, y=0, z=528}]
11281685726 [Pos{x=864, y=0, z=2688}, Pos{x=2544, y=0, z=2192}, Pos{x=768, y=0, z=-1984}, Pos{x=592, y=0, z=-2992}, Pos{x=-1200, y=0, z=-2736}]
11287163380 [Pos{x=-2880, y=0, z=32}, Pos{x=-800, y=0, z=-2560}, Pos{x=3040, y=0, z=-608}, Pos{x=1296, y=0, z=-2928}, Pos{x=2688, y=0, z=2688}]
11287830473 [Pos{x=-2224, y=0, z=-1424}, Pos{x=-352, y=0, z=-960}, Pos{x=-2320, y=0, z=2160}, Pos{x=48, y=0, z=2800}, Pos{x=-1824, y=0, z=0}]
11288804251 [Pos{x=-3072, y=0, z=-1056}, Pos{x=1856, y=0, z=-256}, Pos{x=-832, y=0, z=-3072}, Pos{x=-128, y=0, z=-2432}, Pos{x=3024, y=0, z=-2032}]
11288817374 [Pos{x=-3024, y=0, z=1872}, Pos{x=-1040, y=0, z=-2288}, Pos{x=-1696, y=0, z=2752}, Pos{x=848, y=0, z=2768}, Pos{x=2144, y=0, z=-1920}]
11288826256 [Pos{x=96, y=0, z=2048}, Pos{x=1504, y=0, z=-2304}, Pos{x=1360, y=0, z=-912}, Pos{x=3040, y=0, z=1344}, Pos{x=720, y=0, z=-1520}]
11291067121 [Pos{x=3040, y=0, z=-2272}, Pos{x=672, y=0, z=2304}, Pos{x=352, y=0, z=-2560}, Pos{x=3040, y=0, z=-1408}, Pos{x=2208, y=0, z=64}]
11293052614 [Pos{x=-1952, y=0, z=-96}, Pos{x=2912, y=0, z=1792}, Pos{x=-1648, y=0, z=976}, Pos{x=-720, y=0, z=3024}, Pos{x=3040, y=0, z=-2624}]
11293338946 [Pos{x=-128, y=0, z=-2944}, Pos{x=3040, y=0, z=-256}, Pos{x=1440, y=0, z=2496}, Pos{x=3040, y=0, z=-1280}, Pos{x=80, y=0, z=976}]
11296587501 [Pos{x=-720, y=0, z=-2960}, Pos{x=-2384, y=0, z=752}, Pos{x=1376, y=0, z=-1792}, Pos{x=2880, y=0, z=1248}, Pos{x=288, y=0, z=832}]
11304102268 [Pos{x=1296, y=0, z=-2352}, Pos{x=-176, y=0, z=-1776}, Pos{x=3040, y=0, z=800}, Pos{x=-2272, y=0, z=-384}, Pos{x=3040, y=0, z=1824}]
11306276835 [Pos{x=16, y=0, z=-2544}, Pos{x=-1008, y=0, z=-1808}, Pos{x=-1696, y=0, z=-1504}, Pos{x=-2368, y=0, z=-2080}, Pos{x=3040, y=0, z=2592}]
11310824158 [Pos{x=1344, y=0, z=1152}, Pos{x=-1232, y=0, z=-2608}, Pos{x=-2544, y=0, z=2512}, Pos{x=3040, y=0, z=2944}, Pos{x=2592, y=0, z=-2112}]
11311739409 [Pos{x=2176, y=0, z=-1024}, Pos{x=-1632, y=0, z=-2432}, Pos{x=2912, y=0, z=1248}, Pos{x=3040, y=0, z=1216}, Pos{x=1648, y=0, z=-1296}]
11312083477 [Pos{x=48, y=0, z=-560}, Pos{x=1104, y=0, z=1200}, Pos{x=2608, y=0, z=-2480}, Pos{x=1872, y=0, z=-2544}, Pos{x=-736, y=0, z=-192}]
11312189799 [Pos{x=3040, y=0, z=-2176}, Pos{x=1376, y=0, z=-2816}, Pos{x=2592, y=0, z=-1856}, Pos{x=-224, y=0, z=-2560}, Pos{x=1344, y=0, z=1536}]
11314494338 [Pos{x=-160, y=0, z=-1792}, Pos{x=2656, y=0, z=896}, Pos{x=3040, y=0, z=-160}, Pos{x=-1376, y=0, z=2304}, Pos{x=-1648, y=0, z=-848}]
11317437375 [Pos{x=2464, y=0, z=576}, Pos{x=1568, y=0, z=3008}, Pos{x=3040, y=0, z=2752}, Pos{x=352, y=0, z=-2880}, Pos{x=-2784, y=0, z=-2304}]
11317456184 [Pos{x=-2176, y=0, z=1536}, Pos{x=2128, y=0, z=-2128}, Pos{x=-1792, y=0, z=1888}, Pos{x=1264, y=0, z=2960}, Pos{x=-1376, y=0, z=-1664}]
11317839375 [Pos{x=1744, y=0, z=2288}, Pos{x=-1664, y=0, z=-3040}, Pos{x=3040, y=0, z=1280}, Pos{x=864, y=0, z=2560}, Pos{x=-400, y=0, z=1872}]
11318793784 [Pos{x=2160, y=0, z=-752}, Pos{x=-576, y=0, z=1888}, Pos{x=-2048, y=0, z=-1952}, Pos{x=3040, y=0, z=640}, Pos{x=1632, y=0, z=-256}]
11318872720 [Pos{x=1120, y=0, z=-2944}, Pos{x=1920, y=0, z=2496}, Pos{x=3040, y=0, z=416}, Pos{x=-2672, y=0, z=-1008}, Pos{x=-672, y=0, z=2560}]
11319473079 [Pos{x=-1552, y=0, z=-2544}, Pos{x=1408, y=0, z=2848}, Pos{x=1152, y=0, z=1952}, Pos{x=3040, y=0, z=-2304}, Pos{x=-256, y=0, z=-1024}]
11320036530 [Pos{x=368, y=0, z=2864}, Pos{x=2064, y=0, z=-1776}, Pos{x=3040, y=0, z=-1472}, Pos{x=96, y=0, z=-2944}, Pos{x=-624, y=0, z=2960}]
11320191414 [Pos{x=2688, y=0, z=2016}, Pos{x=3040, y=0, z=-2240}, Pos{x=1392, y=0, z=2384}, Pos{x=-2656, y=0, z=2496}, Pos{x=-816, y=0, z=1296}]
11322635956 [Pos{x=832, y=0, z=3040}, Pos{x=2848, y=0, z=2112}, Pos{x=3040, y=0, z=2720}, Pos{x=3040, y=0, z=64}, Pos{x=1952, y=0, z=-512}]
11326842712 [Pos{x=896, y=0, z=768}, Pos{x=-2288, y=0, z=2032}, Pos{x=3040, y=0, z=1472}, Pos{x=1632, y=0, z=-2112}, Pos{x=2480, y=0, z=336}]
11330155914 [Pos{x=1472, y=0, z=-1248}, Pos{x=672, y=0, z=1792}, Pos{x=-2656, y=0, z=-704}, Pos{x=2992, y=0, z=-816}, Pos{x=544, y=0, z=832}]
11332457864 [Pos{x=-1104, y=0, z=-2576}, Pos{x=-3024, y=0, z=1872}, Pos{x=-672, y=0, z=1920}, Pos{x=1616, y=0, z=-2736}, Pos{x=352, y=0, z=-2656}]
